sample_no,tar,cao,mgo,s0_5,s5_335,s335,s0_95,s95_508,s508,factory
LIM99-279-S-ARD,990326,92.2,1.2,1.4,0.7,2.9,8.6,5,81.4,Ardakan-Sarafraz
LIM99-280-S-ARD,990326,90.1,1.6,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-281-S-ARD,990326,91.7,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-282-S-ARD,990326,92.8,1.6,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-283-S-ARD,990326,92.1,0.8,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-287-S-ARD,990327,94.4,1.2,1.4,0.7,2.9,9.3,5.7,80,Ardakan-Sarafraz
LIM99-288-S-ARD,990327,92.2,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-289-S-ARD,990327,92.3,1.6,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-290-S-ARD,990327,91.1,1.6,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-298-S-ARD,990328,92,1.6,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-299-S-ARD,990328,91.7,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-297-S-ARD,990328,89.9,1.2,19.3,78.6,2.1,0,0,0,Ardakan-Sarafraz
LIM99-253-FRM,990322,92.4,1.2,0,0.7,2.1,5,3.6,88.6,Fara Mobin
LIM99-261-FRM,990323,88.5,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-262-FRM,990323,94.9,0.8,0.7,0.7,2.1,2.9,3.6,90,Fara Mobin
LIM99-263-FRM,990324,95,0.8,1.4,7.9,7.1,6.4,3.6,73.6,Fara Mobin
LIM99-271-FRM,990325,97.2,0.8,3.5,7.9,8.6,7.1,5,67.9,Fara Mobin
LIM99-272-FRM,990325,93.7,1.2,0,0,0,0,0,0,Fara Mobin
LIM99-275-FRM,990325,91,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-284-FRM,990326,91.5,0.8,3.4,1.4,2.9,5.7,3.7,82.9,Fara Mobin
LIM99-292-FRM,990327,92.2,1.2,0,0,0,0,0,0,Fara Mobin
LIM99-293-FRM,990327,92.6,0.8,4.9,8.6,5,3.6,4.3,73.6,Fara Mobin
LIM99-294-FRM,990328,94.1,0.8,20.8,47.8,31.4,0,0,0,Fara Mobin
LIM99-295-FRM,990328,95.2,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-296-FRM,990328,95.3,0.8,19.3,78.6,2.1,0,0,0,Fara Mobin
LIM99-300-FRM,990328,94.7,1.2,0,0,0,0,0,0,Fara Mobin
LIM99-303-FRM,990329,93.1,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-304-FRM,990329,91.2,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-276-AZP*,990326,58.9,0.8,4.3,5.7,26.4,60,2.9,0.7,AzarPooya
LIM99-277-AZP*,990326,59.4,0.8,4.3,6.4,27.1,59.3,2.9,0,AzarPooya
LIM99-311-ARD,990331,91.2,1.6,15.7,68.6,15.7,0,0,0,Hamyaran
LIM99-312-ARD,990331,89,1.6,0,0,0,0,0,0,Hamyaran
LIM99-317-ARD,990331,93.2,0.8,0,0,0,0,0,0,Hamyaran
LIM99-318-ARD,990331,93.8,0.8,0,0,0,0,0,0,Hamyaran
LIM99-329-ARD,990401,94,0.8,27.8,68.6,3.6,0,0,0,Hamyaran
LIM99-330-ARD,990401,94.3,1.2,0,0,0,0,0,0,Hamyaran
LIM99-331-ARD,990401,93.9,0.8,0,0,0,0,0,0,Hamyaran
LIM99-332-ARD,990401,93.8,0.8,0,0,0,0,0,0,Hamyaran
LIM99-333-ARD,990402,87.9,1.2,20.7,73.6,5.7,0,0,0,Hamyaran
LIM99-339-ARD,990403,94,0.8,28.6,66.4,5,0,0,0,Hamyaran
LIM99-343-ARD,990404,93.1,1.2,10,81.4,8.6,0,0,0,Hamyaran
LIM99-344-ARD,990404,92,1.2,0,0,0,0,0,0,Hamyaran
LIM99-346-ARD,990405,92.2,1.2,20.7,64.3,15,0,0,0,Hamyaran
LIM99-347-ARD,990405,89.3,1.2,0,0,0,0,0,0,Hamyaran
LIM99-351-ARD,990407,83.1,0.8,13.6,32.1,54.3,0,0,0,Hamyaran
LIM99-353-ARD,990407,84.9,1.2,0,0,0,0,0,0,Hamyaran
LIM99-356-ARD,990408,89.2,1.2,0,0,0,0,0,0,Hamyaran
LIM99-357-ARD,990408,92.1,0.8,14.3,75.7,10,0,0,0,Hamyaran
LIM99-358-ARD,990408,95.3,1.2,0,0,0,0,0,0,Hamyaran
LIM99-363-ARD,990409,94.5,1.2,14.3,77.1,8.6,0,0,0,Hamyaran
LIM99-364-ARD,990409,92.8,1.2,0,0,0,0,0,0,Hamyaran
LIM99-368-ARD,990410,92.5,1.6,0,0,0,0,0,0,Hamyaran
LIM99-369-ARD,990410,93.7,1.6,32.8,64.3,2.9,0,0,0,Hamyaran
LIM99-374-ARD,990411,95.8,1.2,0,0,0,0,0,0,Hamyaran
LIM99-375-ARD,990411,88.7,1.2,0,0,0,0,0,0,Hamyaran
LIM99-378-ARD,990411,93.2,1.2,2.9,85.7,11.4,0,0,0,Hamyaran
LIM99-380-ARD,990412,94.5,2,14.3,80.7,5,0,0,0,Hamyaran
LIM99-381-ARD,990412,93.1,1.6,0,0,0,0,0,0,Hamyaran
LIM99-389-ARD,990413,94.9,1.2,29.4,67.1,3.5,0,0,0,Hamyaran
LIM99-390-ARD,990413,94.1,2,0,0,0,0,0,0,Hamyaran
LIM99-391-ARD,990413,93.5,1.6,0,0,0,0,0,0,Hamyaran
LIM99-394-ARD,990414,95.2,1.2,27.2,67.1,5.7,0,0,0,Hamyaran
LIM99-395-ARD,990414,92.2,1.6,0,0,0,0,0,0,Hamyaran
LIM99-401-ARD,990415,93.8,0.8,12.2,82.8,5,0,0,0,Hamyaran
LIM99-408-ARD,990416,90.8,1.2,12.9,76.4,10.7,0,0,0,Hamyaran
LIM99-409-ARD,990417,95.1,0.8,0,0,0,0,0,0,Hamyaran
LIM99-411-ARD,990417,95.5,1.2,9.3,70,20.7,0,0,0,Hamyaran
LIM99-412-ARD,990417,94,1.6,0,0,0,0,0,0,Hamyaran
LIM99-418-ARD,990418,93.9,1.6,0,0,0,0,0,0,Hamyaran
LIM99-423-ARD,990418,93.6,1.2,0,0,0,0,0,0,Hamyaran
LIM99-424-ARD,990418,92.6,1.6,20,68.6,11.4,0,0,0,Hamyaran
LIM99-426-ARD,990419,93.9,0.8,8.6,81.4,10,0,0,0,Hamyaran
LIM99-306-S-ARD,990329,86.6,3.2,16.4,83.6,0,0,0,0,Ardakan-Sarafraz
LIM99-307-S-ARD,990329,91.4,2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-308-S-ARD,990330,88.8,1.6,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-309-S-ARD,990330,91.8,1.6,10,90,0,0,0,0,Ardakan-Sarafraz
LIM99-313-S-ARD,990331,93,0.8,31.4,68.6,0,0,0,0,Ardakan-Sarafraz
LIM99-314-S-ARD,990331,93.6,0.8,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-315-S-ARD,990331,92.4,0.8,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-319-S-ARD,990331,91.2,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-320-S-ARD,990331,91.5,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-321-S-ARD,990331,91,1.6,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-324-S-ARD,990401,94.6,1.6,16.4,83.6,0,0,0,0,Ardakan-Sarafraz
LIM99-325-S-ARD,990401,92.4,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-326-S-ARD,990401,92.2,1.6,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-354-S-ARD,990407,90.8,0.8,63.6,36.4,0,0,0,0,Ardakan-Sarafraz
LIM99-359-S-ARD,990408,93.9,0.8,7.2,0,92.8,0,0,0,Ardakan-Sarafraz
LIM99-366-S-ARD,990410,95.5,1.6,22.9,77.1,0,0,0,0,Ardakan-Sarafraz
LIM99-373-S-ARD,990411,96.4,0.8,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-382-S-ARD,990412,93.7,0.8,22.8,77.2,0,0,0,0,Ardakan-Sarafraz
LIM99-383-S-ARD,990412,93.6,0.8,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-384-S-ARD,990412,93.5,0.8,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-396-S-ARD,990414,93.7,0.8,18.6,81.4,0,0,0,0,Ardakan-Sarafraz
LIM99-399-S-ARD,990415,92.5,1.2,2.9,97.1,0,0,0,0,Ardakan-Sarafraz
LIM99-400-S-ARD,990415,92.6,0.8,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-403-S-ARD,990416,94,1.2,10,90,0,0,0,0,Ardakan-Sarafraz
LIM99-404-S-ARD,990416,92.9,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-405-S-ARD,990416,92.9,0.8,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-406-S-ARD,990416,89.4,0.8,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-410-S-ARD,990417,91.8,1.2,15,85,0,0,0,0,Ardakan-Sarafraz
LIM99-413-S-ARD,990417,91.4,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-414-S-ARD,990417,92.6,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-415-S-ARD,990417,91.2,1.6,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-420-S-ARD,990418,88.7,1.6,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-421-S-ARD,990418,94.4,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-422-S-ARD,990418,92.6,1.6,17.1,82.9,0,0,0,0,Ardakan-Sarafraz
LIM99-427-S-ARD,990419,93.3,1.2,21.4,78.6,0,0,0,0,Ardakan-Sarafraz
LIM99-428-S-ARD,990419,94.5,0.8,0,0,0,0,0,0,Ardakan-Sarafraz
LIM99-301-FRM,990329,93,0.8,25,36.4,38.6,0,0,0,Fara Mobin
LIM99-302-FRM,990329,94.3,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-316-FRM,990331,94.7,0.8,20,25.7,54.3,0,0,0,Fara Mobin
LIM99-322-FRM,990331,95.2,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-323-FRM,990331,93.9,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-327-FRM,990401,93.9,0.8,17.9,41.4,40.7,0,0,0,Fara Mobin
LIM99-328-FRM,990401,94.9,1.2,0,0,0,0,0,0,Fara Mobin
LIM99-334-FRM,990402,95.4,1.2,20.7,30,49.3,0,0,0,Fara Mobin
LIM99-335-FRM,990402,88.7,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-338-FRM,990403,94.1,0.8,25,27.9,47.1,0,0,0,Fara Mobin
LIM99-340-FRM,990403,91.9,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-345-FRM,990404,94,0.8,17.9,27.1,55,0,0,0,Fara Mobin
LIM99-348-FRM,990405,91.4,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-349-FRM,990405,88,1.2,0,0,0,0,0,0,Fara Mobin
LIM99-350-FRM,990406,95.2,1.2,8.6,31.4,60,0,0,0,Fara Mobin
LIM99-352-FRM,990407,92.5,0.8,12.2,80.7,7.1,0,0,0,Fara Mobin
LIM99-355-FRM,990407,94,0.8,9.3,45.7,45,0,0,0,Fara Mobin
LIM99-360-FRM,990408,94.8,0.8,7.8,48.6,43.6,0,0,0,Fara Mobin
LIM99-361-FRM,990408,95.2,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-362-FRM,990408,93.6,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-365-FRM,990409,94.3,0.8,22.2,41.4,36.4,0,0,0,Fara Mobin
LIM99-367-FRM,990410,93.6,1.2,17.9,82.1,0,0,0,0,Fara Mobin
LIM99-370-FRM,990410,94.2,0.8,20.7,37.9,41.4,0,0,0,Fara Mobin
LIM99-376-FRM,990411,95.1,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-377-FRM,990411,94.5,0.8,7.9,40.7,51.4,0,0,0,Fara Mobin
LIM99-385-FRM,990412,94.7,0.8,9.3,44.3,46.4,0,0,0,Fara Mobin
LIM99-386-FRM,990412,94.9,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-387-FRM,990413,94.2,0.8,7.1,53.6,39.3,0,0,0,Fara Mobin
LIM99-388-FRM,990413,94.8,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-392-FRM,990413,93.9,0.8,2.1,52.9,45,0,0,0,Fara Mobin
LIM99-397-FRM,990414,94.5,0.4,9.2,47.9,42.9,0,0,0,Fara Mobin
LIM99-398-FRM,990414,93.5,0.8,0,0,0,0,0,0,Fara Mobin
LIM99-402-FRM,990415,93.7,1.2,24.8,31.4,43.8,0,0,0,Fara Mobin
LIM99-407-FRM,990416,95.3,1.2,10,30.7,59.3,0,0,0,Fara Mobin
LIM99-416-FRM,990417,93.6,1.2,15,40.7,44.3,0,0,0,Fara Mobin
LIM99-417-FRM,990417,94.1,1.2,0,0,0,0,0,0,Fara Mobin
LIM99-419-FRM,990418,96.1,0.8,3.6,41.4,55,0,0,0,Fara Mobin
LIM99-425-FRM,990418,92.4,1.6,0,0,0,0,0,0,Fara Mobin
LIM99-393,990414,67.9,1.2,10.7,85,4.3,0,0,0,AzarPooya
LIM98-02,980103,87.6,2,0,0,0,0,0,0,Hamyaran
LIM98-03,980103,87.6,2,0,0,0,0,0,0,Hamyaran
LIM98-04,980103,85,2,0,0,0,0,0,0,Hamyaran
LIM98-05,980103,93.1,1.6,0,0,0,0,0,0,Hamyaran
LIM98-06,980103,85.3,2,0,0,0,0,0,0,Hamyaran
LIM98-07,980104,89.1,1.6,0,0,0,0,0,0,Hamyaran
LIM98-08,980104,87.8,2.4,0,0,0,0,0,0,Hamyaran
LIM98-09,980104,90.9,2.4,0,0,0,0,0,0,Hamyaran
LIM98-10,980105,92.3,2,0,0,0,0,0,0,Hamyaran
LIM98-11,980105,91.2,2.8,0,0,0,0,0,0,Hamyaran
LIM98-12,980105,87.6,1.6,0,0,0,0,0,0,Hamyaran
LIM98-13,980105,89.5,2,0,0,0,0,0,0,Hamyaran
LIM98-14,980105,78.6,1.2,0,0,0,0,0,0,Hamyaran
LIM98-15,980106,87.4,2,0,0,0,0,0,0,Hamyaran
LIM98-16,980106,87.5,1.6,0,0,0,0,0,0,Hamyaran
LIM98-18,980107,87.5,2,0,0,0,0,0,0,Hamyaran
LIM98-19,980107,82.8,1.6,0,0,0,0,0,0,Hamyaran
LIM98-20,980107,90.8,2,0,0,0,0,0,0,Hamyaran
LIM98-21,980108,86.2,1.6,0,0,0,0,0,0,Hamyaran
LIM98-22,980108,90.9,2,0,0,0,0,0,0,Hamyaran
LIM98-23,980108,90.1,2,0,0,0,0,0,0,Hamyaran
LIM98-28,980111,91.8,1.6,0,0,0,0,0,0,Hamyaran
LIM98-30,980112,91.1,2,0,0,0,0,0,0,Hamyaran
LIM98-31,980112,89.6,1.6,0,0,0,0,0,0,Hamyaran
LIM98-32,980112,88.3,2,0,0,0,0,0,0,Hamyaran
LIM98-33,980112,90.4,1.6,0,0,0,0,0,0,Hamyaran
LIM98-34,980114,91.8,1.2,0,0,0,0,0,0,Hamyaran
LIM98-35,980114,86.1,0.8,0,0,0,0,0,0,Hamyaran
LIM98-36,980114,85.4,0.8,0,0,0,0,0,0,Hamyaran
LIM98-37,980115,85.9,1.6,0,0,0,0,0,0,Hamyaran
LIM98-38,980115,85.4,1.6,0,0,0,0,0,0,Hamyaran
LIM98-39,980115,94.1,1.6,0,0,0,0,0,0,Hamyaran
LIM98-40,980117,92.8,2,0,0,0,0,0,0,Hamyaran
LIM98-41,980118,81.3,2,0,0,0,0,0,0,Hamyaran
LIM98-42,980118,85.4,2,0,0,0,0,0,0,Hamyaran
LIM98-43,980119,83.3,1.6,0,0,0,0,0,0,Hamyaran
LIM98-44,980119,83.2,1.6,0,0,0,0,0,0,Hamyaran
LIM98-46,980119,88.9,2,0,0,0,0,0,0,Hamyaran
LIM98-47,980119,86.9,2,0,0,0,0,0,0,Hamyaran
LIM98-48,980119,93.3,1.6,0,0,0,0,0,0,Hamyaran
LIM98-49,980120,92.8,1.6,0,0,0,0,0,0,Hamyaran
LIM98-55,980120,86.8,1.6,0,0,0,0,0,0,Hamyaran
LIM98-56,980120,84.9,2,0,0,0,0,0,0,Hamyaran
LIM98-57,980120,87.8,1.6,0,0,0,0,0,0,Hamyaran
LIM98-59,980121,93.9,1.2,0,0,0,0,0,0,Hamyaran
LIM98-60,980121,87.4,1.2,0,0,0,0,0,0,Hamyaran
LIM98-61,980121,92.6,1.2,0,0,0,0,0,0,Hamyaran
LIM98-62,980121,82.6,1.2,0,0,0,0,0,0,Hamyaran
LIM98-63,980121,78.4,0.8,0,0,0,0,0,0,Hamyaran
LIM98-64,980121,87.6,0.8,0,0,0,0,0,0,Hamyaran
LIM98-66,980122,90.1,1.2,0,0,0,0,0,0,Hamyaran
LIM98-67,980122,85,0.8,0,0,0,0,0,0,Hamyaran
LIM98-68,980122,92.4,0.8,0,0,0,0,0,0,Hamyaran
LIM98-69,980122,80.4,0.8,0,0,0,0,0,0,Hamyaran
LIM98-77,980125,91.6,1.2,0,0,0,0,0,0,Hamyaran
LIM98-78,980125,91.2,0.8,0,0,0,0,0,0,Hamyaran
LIM98-79,980125,88.7,1.2,0,0,0,0,0,0,Hamyaran
LIM98-80,980126,91.8,2,0,0,0,0,0,0,Hamyaran
LIM98-81,980126,87.1,1.2,0,0,0,0,0,0,Hamyaran
LIM98-82,980126,89,0.8,0,0,0,0,0,0,Hamyaran
LIM98-83,980126,83.5,0.8,0,0,0,0,0,0,Hamyaran
LIM98-84,980126,86.8,0.8,0,0,0,0,0,0,Hamyaran
LIM98-87,980127,89.9,0.4,0,0,0,0,0,0,Hamyaran
LIM98-88,980127,85.2,1.2,0,0,0,0,0,0,Hamyaran
LIM98-89,980127,86.2,1.2,0,0,0,0,0,0,Hamyaran
LIM98-94,980128,80.9,3.2,0,0,0,0,0,0,Hamyaran
LIM98-95,980128,87.8,0.8,0,0,0,0,0,0,Hamyaran
LIM98-96,980128,82.2,0.8,0,0,0,0,0,0,Hamyaran
LIM98-97,980128,90.2,1.6,0,0,0,0,0,0,Hamyaran
LIM98-98,980128,91.1,1.2,0,0,0,0,0,0,Hamyaran
LIM98-99,980128,91.8,1.2,0,0,0,0,0,0,Hamyaran
LIM98-100,980129,88.6,0.8,0,0,0,0,0,0,Hamyaran
LIM98-101,980129,88.3,1.6,0,0,0,0,0,0,Hamyaran
LIM98-102,980129,87.8,1.2,0,0,0,0,0,0,Hamyaran
LIM98-103,980129,91.7,1.2,0,0,0,0,0,0,Hamyaran
LIM98-104,980129,87.7,1.6,0,0,0,0,0,0,Hamyaran
LIM98-105,980129,86,0.8,0,0,0,0,0,0,Hamyaran
LIM98-111,980201,83.8,0.8,0,0,0,0,0,0,Hamyaran
LIM98-112,980201,81.6,0.8,0,0,0,0,0,0,Hamyaran
LIM98-113,980201,87.6,0.8,0,0,0,0,0,0,Hamyaran
LIM98-114,980202,85.5,1.2,0,0,0,0,0,0,Hamyaran
LIM98-115,980202,86.1,0.8,0,0,0,0,0,0,Hamyaran
LIM98-116,980202,90.5,1.2,0,0,0,0,0,0,Hamyaran
LIM98-122,980203,87.3,1.2,0,0,0,0,0,0,Hamyaran
LIM98-123,980203,90.5,0.8,0,0,0,0,0,0,Hamyaran
LIM98-124,980203,92.2,1.2,0,0,0,0,0,0,Hamyaran
LIM98-125,980203,88.1,1.2,0,0,0,0,0,0,Hamyaran
LIM98-126,980203,90.1,0.8,0,0,0,0,0,0,Hamyaran
LIM98-127,980203,91.3,1.2,0,0,0,0,0,0,Hamyaran
LIM98-129,980204,90.4,0.8,0,0,0,0,0,0,Hamyaran
LIM98-130,980204,91,0.4,0,0,0,0,0,0,Hamyaran
LIM98-131,980204,87.8,0.8,0,0,0,0,0,0,Hamyaran
LIM98-132,980204,91,2,0,0,0,0,0,0,Hamyaran
LIM98-133,980205,92.7,2,0,0,0,0,0,0,Hamyaran
LIM98-134,980205,91.9,2.8,0,0,0,0,0,0,Hamyaran
LIM98-135,980205,92.1,1.6,0,0,0,0,0,0,Hamyaran
LIM98-136,980205,91.5,1.6,0,0,0,0,0,0,Hamyaran
LIM98-137,980205,91.1,1.6,0,0,0,0,0,0,Hamyaran
LIM98-138,980207,87.1,1.6,0,0,0,0,0,0,Hamyaran
LIM98-139,980207,85.2,1.6,0,0,0,0,0,0,Hamyaran
LIM98-140,980207,88.1,1.6,0,0,0,0,0,0,Hamyaran
LIM98-141,980207,85.5,1.6,0,0,0,0,0,0,Hamyaran
LIM98-142,980207,83.8,1.6,0,0,0,0,0,0,Hamyaran
LIM98-143,980207,86.8,2,0,0,0,0,0,0,Hamyaran
LIM98-144,980208,78,0.8,0,0,0,0,0,0,Hamyaran
LIM98-145,980208,92.3,2.8,0,0,0,0,0,0,Hamyaran
LIM98-146,980208,88.5,1.6,0,0,0,0,0,0,Hamyaran
LIM98-147,980209,89.2,1.2,0,0,0,0,0,0,Hamyaran
LIM98-148,980209,89.2,1.2,0,0,0,0,0,0,Hamyaran
LIM98-149,980209,85.3,1.6,0,0,0,0,0,0,Hamyaran
LIM98-150,980209,88.6,0.8,0,0,0,0,0,0,Hamyaran
LIM98-151,980209,89.7,0.8,0,0,0,0,0,0,Hamyaran
LIM98-152,980209,88.3,1.6,0,0,0,0,0,0,Hamyaran
LIM98-153,980210,81.4,0.8,0,0,0,0,0,0,Hamyaran
LIM98-154,980210,84.9,0.8,0,0,0,0,0,0,Hamyaran
LIM98-155,980210,80.4,0.8,0,0,0,0,0,0,Hamyaran
LIM98-156,980210,89.8,1.2,0,0,0,0,0,0,Hamyaran
LIM98-157,980210,88.6,1.2,0,0,0,0,0,0,Hamyaran
LIM98-158,980210,90.7,0.8,0,0,0,0,0,0,Hamyaran
LIM98-159,980210,88.7,1.2,0,0,0,0,0,0,Hamyaran
LIM98-160,980211,80.7,1.2,0,0,0,0,0,0,Hamyaran
LIM98-161,980211,81.5,1.2,0,0,0,0,0,0,Hamyaran
LIM98-162,980211,91.7,1.2,0,0,0,0,0,0,Hamyaran
LIM98-163,980211,81.7,1.2,0,0,0,0,0,0,Hamyaran
LIM98-164,980211,87.6,1.2,0,0,0,0,0,0,Hamyaran
LIM98-165,980211,83.9,1.6,0,0,0,0,0,0,Hamyaran
LIM98-167,980212,90.7,1.6,0,0,0,0,0,0,Hamyaran
LIM98-168,980212,88.9,4.4,0,0,0,0,0,0,Hamyaran
LIM98-169,980212,84.1,1.2,0,0,0,0,0,0,Hamyaran
LIM98-170,980212,81.9,1.2,0,0,0,0,0,0,Hamyaran
LIM98-171,980212,93.5,0.8,0,0,0,0,0,0,Hamyaran
LIM98-172,980212,93.9,0.8,0,0,0,0,0,0,Hamyaran
LIM98-177,980214,90.8,1.2,0,0,0,0,0,0,Hamyaran
LIM98-178,980214,90.9,0.8,0,0,0,0,0,0,Hamyaran
LIM98-179,980214,84.2,1.2,0,0,0,0,0,0,Hamyaran
LIM98-180,980214,86.5,0.8,0,0,0,0,0,0,Hamyaran
LIM98-185,980215,85,0.8,0,0,0,0,0,0,Hamyaran
LIM98-186,980215,85.9,0.8,0,0,0,0,0,0,Hamyaran
LIM98-187,980215,90.6,2,0,0,0,0,0,0,Hamyaran
LIM98-188,980215,89.4,0.8,0,0,0,0,0,0,Hamyaran
LIM98-189,980216,87.2,1.2,0,0,0,0,0,0,Hamyaran
LIM98-190,980216,93,1.2,0,0,0,0,0,0,Hamyaran
LIM98-191,980216,88.9,0.8,0,0,0,0,0,0,Hamyaran
LIM98-192,980216,84.3,0.8,0,0,0,0,0,0,Hamyaran
LIM98-193,980216,90.8,0.8,0,0,0,0,0,0,Hamyaran
LIM98-194,980217,82.6,1.6,0,0,0,0,0,0,Hamyaran
LIM98-195,980217,89.9,1.2,0,0,0,0,0,0,Hamyaran
LIM98-196,980217,88.8,1.6,0,0,0,0,0,0,Hamyaran
LIM98-197,980217,86.8,2,0,0,0,0,0,0,Hamyaran
LIM98-198,980217,87.9,1.2,0,0,0,0,0,0,Hamyaran
LIM98-201,980218,93.6,1.2,0,0,0,0,0,0,Hamyaran
LIM98-202,980218,92.2,0.8,0,0,0,0,0,0,Hamyaran
LIM98-203,980218,93.1,1.2,0,0,0,0,0,0,Hamyaran
LIM98-204,980219,90.4,1.2,0,0,0,0,0,0,Hamyaran
LIM98-205,980219,91.5,0.8,0,0,0,0,0,0,Hamyaran
LIM98-206,980219,91.9,1.2,0,0,0,0,0,0,Hamyaran
LIM98-212,980219,93.5,1.2,0,0,0,0,0,0,Hamyaran
LIM98-213,980221,89.8,1.2,0,0,0,0,0,0,Hamyaran
LIM98-214,980221,88.9,2,0,0,0,0,0,0,Hamyaran
LIM98-215,980221,93.1,0.8,0,0,0,0,0,0,Hamyaran
LIM98-216,980221,91.3,1.2,0,0,0,0,0,0,Hamyaran
LIM98-217,980222,90.8,1.6,0,0,0,0,0,0,Hamyaran
LIM98-218,980222,89.1,1.2,0,0,0,0,0,0,Hamyaran
LIM98-219,980222,89.2,1.6,0,0,0,0,0,0,Hamyaran
LIM98-220,980223,88.5,0.8,0,0,0,0,0,0,Hamyaran
LIM98-221,980223,93.1,0.8,0,0,0,0,0,0,Hamyaran
LIM98-223,980223,91.8,0.8,0,0,0,0,0,0,Hamyaran
LIM98-224,980223,93.1,1.2,0,0,0,0,0,0,Hamyaran
LIM98-225,980223,92.2,0.8,0,0,0,0,0,0,Hamyaran
LIM98-226,980224,88.8,1.6,0,0,0,0,0,0,Hamyaran
LIM98-231,980225,91.5,1.6,0,0,0,0,0,0,Hamyaran
LIM98-232,980225,82.9,1.2,0,0,0,0,0,0,Hamyaran
LIM98-240,980226,86.2,1.2,0,0,0,0,0,0,Hamyaran
LIM98-241,980226,90,1.2,0,0,0,0,0,0,Hamyaran
LIM98-242,980226,89.5,1.2,0,0,0,0,0,0,Hamyaran
LIM98-250,980228,90.9,1.6,0,0,0,0,0,0,Hamyaran
LIM98-251,980228,89.7,1.6,0,0,0,0,0,0,Hamyaran
LIM98-252,980228,91.1,1.6,0,0,0,0,0,0,Hamyaran
LIM98-255,980228,92.2,1.6,0,0,0,0,0,0,Hamyaran
LIM98-256,980229,91.5,0.8,0,0,0,0,0,0,Hamyaran
LIM98-257,980229,88.7,0.8,0,0,0,0,0,0,Hamyaran
LIM98-258,980229,89.5,0.8,0,0,0,0,0,0,Hamyaran
LIM98-266,980230,89.3,0.8,0,0,0,0,0,0,Hamyaran
LIM98-267,980230,88.6,0.8,0,0,0,0,0,0,Hamyaran
LIM98-268,980230,88.3,1.2,0,0,0,0,0,0,Hamyaran
LIM98-269,980230,89.8,1.2,0,0,0,0,0,0,Hamyaran
LIM98-273,980231,92.1,0.8,0,0,0,0,0,0,Hamyaran
LIM98-274,980231,91.9,0.8,0,0,0,0,0,0,Hamyaran
LIM98-275,980301,87.3,0.8,0,0,0,0,0,0,Hamyaran
LIM98-276,980301,90.4,0.8,0,0,0,0,0,0,Hamyaran
LIM98-282,980301,90.7,1.2,0,0,0,0,0,0,Hamyaran
LIM98-283,980301,91.6,0.8,0,0,0,0,0,0,Hamyaran
LIM98-284,980302,90,1.2,0,0,0,0,0,0,Hamyaran
LIM98-285,980302,92.8,1.2,0,0,0,0,0,0,Hamyaran
LIM98-286,980302,91.8,0.8,0,0,0,0,0,0,Hamyaran
