sample_no,tar,cao,mgo,s0_95,s95_385,s385_1000,factory
DOL99-1522-ARD,991122,47.5,32.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-1523-ARD,991122,46.2,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-1524-ARD,991122,48.6,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-1525-ARD,991123,49.2,31.3,2.9,94.3,2.8,Zareh Shahi (Ardakan)
DOL99-1526-ARD,991123,46.2,33.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-1527-ARD,991123,46.2,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-1528-ARD,991123,45.2,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-1529-ARD,991123,45.4,32.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-1530-ARD,991125,48.6,33.3,7.2,92.1,0.7,Zareh Shahi (Ardakan)
DOL99-1531-ARD,991125,48,33.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-1532-ARD,991125,47.3,33.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-1533-ARD,991126,47.9,33.2,3.6,95,1.4,Zareh Shahi (Ardakan)
DOL99-1534-ARD,991126,48.4,33.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-1535-ARD,991126,47.7,32.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-1536-ARD,991127,46,33.1,2.9,95,2.1,Zareh Shahi (Ardakan)
DOL99-1537-ARD,991127,46.8,32.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-1538-ARD,991127,46.2,32.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-1539-ARD,991127,45.2,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-1540-ARD,991128,46.2,33.2,11.4,84.3,4.3,Zareh Shahi (Ardakan)
DOL99-1541-ARD,991128,47.3,32.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-1542-ARD,991128,47,33.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-1543-ARD,991129,49.2,33.3,7.9,89.2,2.9,Zareh Shahi (Ardakan)
DOL99-1544-ARD,991129,49.3,33.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-1545-ARD,991129,48.6,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-1503-TAB,991117,60,33.4,25.7,74.3,0,Tabas
DOL99-1504-TAB,991117,61.1,32.9,0,0,0,Tabas
DOL99-1505-TAB,991117,58.8,35,0,0,0,Tabas
DOL99-1546-ARD,991130,46.4,33.3,7.9,87.9,4.2,Zareh Shahi (Ardakan)
DOL99-1547-ARD,991130,45.1,33.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-1548-ARD,991130,47.6,32.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-1549-ARD,991202,49.4,33.1,3.6,95.7,0.7,Zareh Shahi (Ardakan)
DOL99-1550-ARD,991202,48.2,33.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-1551-ARD,991202,47.3,33.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-1552-ARD,991203,46.8,32.9,8.8,90,1.2,Zareh Shahi (Ardakan)
DOL99-1553-ARD,991203,46.2,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-1554-ARD,991203,46.3,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-1555-ARD,991203,47,32.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-1556-ARD,991204,50.8,34.1,10,88.6,1.4,Zareh Shahi (Ardakan)
DOL99-1557-ARD,991204,48.4,34,0,0,0,Zareh Shahi (Ardakan)
DOL99-1558-ARD,991204,49.6,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-1559-ARD,991204,50.3,34.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-1560-ARD,991205,51,34.6,9.2,87.9,2.9,Zareh Shahi (Ardakan)
DOL99-1561-ARD,991205,51.5,34.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-1562-ARD,991205,52,34.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-1563-ARD,991205,50.5,34.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-1564-ARD,991206,49.1,34.1,8.6,86.4,5,Zareh Shahi (Ardakan)
DOL99-1565-ARD,991206,45.3,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-1566-ARD,991206,48.7,33.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-1567-ARD,991206,48.6,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-1568-ARD,991209,44.7,33.3,5.7,90,4.3,Zareh Shahi (Ardakan)
DOL99-1569-ARD,991209,45.8,32.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-1570-ARD,991209,46.4,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-1571-ARD,991210,53.3,33.4,2.9,96.4,0.7,Zareh Shahi (Ardakan)
DOL99-1572-ARD,991210,48,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-1573-ARD,991210,54.2,31.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-1574-ARD,991210,47.5,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-1575-ARD,991211,51.3,33.3,3.6,95,1.4,Zareh Shahi (Ardakan)
DOL99-1576-ARD,991211,48.7,31.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-1577-ARD,991211,49.6,33.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-1578-ARD,991211,45.9,33,0,0,0,Zareh Shahi (Ardakan)
DOL99-1582-ARD,991212,52,33.3,7.9,90,2.1,Zareh Shahi (Ardakan)
DOL99-1583-ARD,991212,49.8,33.4,4.2,92.9,2.9,Zareh Shahi (Ardakan)
DOL99-1584-ARD,991212,48.6,32.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-1585-ARD,991212,49.7,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-1587-ARD,991213,50.8,34.9,3.6,95,1.4,Zareh Shahi (Ardakan)
DOL99-1588-ARD,991213,52,35,0,0,0,Zareh Shahi (Ardakan)
DOL99-1589-ARD,991213,50.8,33.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-1590-ARD,991213,51.4,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-1595-ARD,991214,50.7,33.2,9.3,86.4,4.3,Zareh Shahi (Ardakan)
DOL99-1596-ARD,991214,51.7,32.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-1597-ARD,991214,50.3,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-1601-ARD,991216,52,32.5,2.2,95.7,2.1,Zareh Shahi (Ardakan)
DOL99-1602-ARD,991216,52.6,33,0,0,0,Zareh Shahi (Ardakan)
DOL99-1603-ARD,991216,51.5,33.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-1604-ARD,991217,50.9,33.4,9.3,87.1,3.6,Zareh Shahi (Ardakan)
DOL99-1605-ARD,991217,52,35,0,0,0,Zareh Shahi (Ardakan)
DOL99-1606-ARD,991217,52,34.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-1607-ARD,991217,52.4,34.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-1608-ARD,991217,52.7,35,0,0,0,Zareh Shahi (Ardakan)
DOL99-1611-ARD,991218,53.3,34.2,2.9,95.7,1.4,Zareh Shahi (Ardakan)
DOL99-1612-ARD,991218,50.9,34.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-1617-ARD,991219,46.2,32.8,2.9,97.1,0,Zareh Shahi (Ardakan)
DOL99-1618-ARD,991219,50.5,33.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-1619-ARD,991219,48.8,34.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-1623-ARD,991220,51.6,34.7,2.1,97.9,0,Zareh Shahi (Ardakan)
DOL99-1624-ARD,991220,53.4,34.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-1625-ARD,991220,50.6,34.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-1628-ARD,991221,52.4,31.7,3.6,95,1.4,Zareh Shahi (Ardakan)
DOL99-1629-ARD,991221,49.5,33.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-1630-ARD,991221,51.5,33.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-1631-ARD,991221,50.7,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-1636-ARD,991223,51.5,33,10.7,86.4,2.9,Zareh Shahi (Ardakan)
DOL99-1637-ARD,991223,51.4,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-1638-ARD,991223,48.4,34.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-1640-ARD,991224,51.3,34.8,9.3,86.4,4.3,Zareh Shahi (Ardakan)
DOL99-1641-ARD,991224,50.6,34.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-1642-ARD,991224,49.6,33.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-1646-ARD,991225,51.8,33.2,7.9,87.1,5,Zareh Shahi (Ardakan)
DOL99-1647-ARD,991225,50.6,33.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-1648-ARD,991225,51.1,33.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-1652-ARD,991226,50.7,33.2,2.9,96.4,0.7,Zareh Shahi (Ardakan)
DOL99-1653-ARD,991226,51.8,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-1654-ARD,991226,52.2,31.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-1655-ARD,991226,52.8,33.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-1660-ARD,991227,50.4,33.4,9.3,90,0.7,Zareh Shahi (Ardakan)
DOL99-1661-ARD,991227,52.2,32.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-1662-ARD,991227,52.5,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-1663-ARD,991227,51,33.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-1664-TAB,991227,60.6,33.1,57.9,42.1,0,Zareh Shahi (Ardakan)
DOL99-1665-TAB,991228,62.1,33.4,55,45,0,Zareh Shahi (Ardakan)
DOL99-1666-TAB,991228,59.4,34.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-1579-TAB,991211,63.2,32.5,55,45,0,Tabas
DOL99-1580-TAB,991212,64.5,32.5,23.6,76.4,0,Tabas
DOL99-1581-TAB,991212,59.3,33.7,0,0,0,Tabas
DOL99-1586-TAB,991213,64.6,32.2,27.1,72.9,0,Tabas
DOL99-1591-TAB,991213,61.1,33.3,0,0,0,Tabas
DOL99-1592-TAB,991213,61.5,33.7,0,0,0,Tabas
DOL99-1593-TAB,991213,63.3,32.5,0,0,0,Tabas
DOL99-1594-TAB,991213,62.1,32.4,0,0,0,Tabas
DOL99-1598-TAB,991214,64.1,32.2,52.9,47.1,0,Tabas
DOL99-1599-TAB,991214,63.4,32.6,0,0,0,Tabas
DOL99-1600-TAB,991215,63.5,33,41.4,58.6,0,Tabas
DOL99-1609-TAB,991217,62.7,33.4,30,70,0,Tabas
DOL99-1610-TAB,991217,62.4,33.4,0,0,0,Tabas
DOL99-1613-TAB,991218,60.9,32.4,56.4,43.6,0,Tabas
DOL99-1614-TAB,991218,60.7,36.4,0,0,0,Tabas
DOL99-1615-TAB,991218,59.8,33.7,0,0,0,Tabas
DOL99-1616-TAB,991218,59.6,33.4,0,0,0,Tabas
DOL99-1620-TAB,991219,64,31.5,17.9,77.9,4.2,Tabas
DOL99-1621-TAB,991219,60.6,35.9,0,0,0,Tabas
DOL99-1622-TAB,991220,60.1,33.9,29.3,70,0.7,Tabas
DOL99-1626-TAB,991220,60.7,33.6,0,0,0,Tabas
DOL99-1627-TAB,991220,62.8,32.3,0,0,0,Tabas
DOL99-1632-TAB,991221,63.1,31.6,55,45,0,Tabas
DOL99-1633-TAB,991221,61.3,31.9,0,0,0,Tabas
DOL99-1634-TAB,991222,60.6,33.9,57.2,41.4,1.4,Tabas
DOL99-1635-TAB,991222,61.7,33.1,0,0,0,Tabas
DOL99-1639-TAB,991223,59.5,33.5,52.9,47.1,0,Tabas
DOL99-1643-TAB,991224,61.4,33.6,50,50,0,Tabas
DOL99-1644-TAB,991224,62.1,33.1,0,0,0,Tabas
DOL99-1645-TAB,991224,61.7,32.4,0,0,0,Tabas
DOL99-1649-TAB,991225,60.9,35.3,55,45,0,Tabas
DOL99-1650-TAB,991225,63,33.2,0,0,0,Tabas
DOL99-1651-TAB,991225,61.8,33.1,0,0,0,Tabas
DOL99-1656-TAB,991226,60.2,33.6,60,40,0,Tabas
DOL99-1657-TAB,991226,61.9,32.8,0,0,0,Tabas
DOL99-1658-TAB,991226,53.9,33.9,0,0,0,Tabas
DOL99-1659-TAB,991226,60.9,33.7,0,0,0,Tabas
DOL00-3-ARD,14000103,47.8,33.2,8.6,87.1,4.3,Zareh Shahi (Ardakan)
DOL00-4-ARD,14000103,47.2,34.4,0,0,0,Zareh Shahi (Ardakan)
DOL00-7-ARD,14000104,48.4,34,1.4,97.1,1.5,Zareh Shahi (Ardakan)
DOL00-9-ARD,14000106,48.2,33.8,2.2,95.7,2.1,Zareh Shahi (Ardakan)
DOL00-10-ARD,14000106,49.1,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL00-13-ARD,14000107,48.1,32.9,2.9,96.4,0.7,Zareh Shahi (Ardakan)
DOL00-14-ARD,14000107,50.3,33.7,0,0,0,Zareh Shahi (Ardakan)
DOL00-15-ARD,14000107,48.4,34,0,0,0,Zareh Shahi (Ardakan)
DOL00-16-ARD,14000107,49,34.3,0,0,0,Zareh Shahi (Ardakan)
DOL00-17-ARD,14000108,48.4,34,2.9,96.4,0.7,Zareh Shahi (Ardakan)
DOL00-19-ARD,14000109,48.6,33.3,9.3,87.1,3.6,Zareh Shahi (Ardakan)
DOL00-23-ARD,14000111,49.4,32.3,8.6,85,6.4,Zareh Shahi (Ardakan)
DOL00-24-ARD,14000112,48.2,33.5,0.7,97.9,1.4,Zareh Shahi (Ardakan)
DOL00-25-ARD,14000112,50.5,33,0,0,0,Zareh Shahi (Ardakan)
DOL00-26-ARD,14000114,48.3,33.1,3.5,93.6,2.9,Zareh Shahi (Ardakan)
DOL00-27-ARD,14000114,49.3,33.8,0,0,0,Zareh Shahi (Ardakan)
DOL00-28-ARD,14000114,50.4,32.6,0,0,0,Zareh Shahi (Ardakan)
DOL00-31-ARD,14000115,49.8,34.6,5,93.6,1.4,Zareh Shahi (Ardakan)
DOL00-32-ARD,14000115,50.3,33.4,0,0,0,Zareh Shahi (Ardakan)
DOL00-33-ARD,14000115,49.2,34.5,0,0,0,Zareh Shahi (Ardakan)
DOL00-34-ARD,14000116,49.4,33.9,7.9,91.4,0.7,Zareh Shahi (Ardakan)
DOL00-35-ARD,14000116,48.3,33.9,0,0,0,Zareh Shahi (Ardakan)
DOL00-36-ARD,14000117,48.9,31.1,8.5,87.9,3.6,Zareh Shahi (Ardakan)
DOL00-37-ARD,14000117,48,31.3,0,0,0,Zareh Shahi (Ardakan)
DOL00-38-ARD,14000118,47.6,31,5.7,91.4,2.9,Zareh Shahi (Ardakan)
DOL00-39-ARD,14000118,47.7,32.7,0,0,0,Zareh Shahi (Ardakan)
DOL00-40-ARD,14000118,47,31.8,0,0,0,Zareh Shahi (Ardakan)
DOL00-41-ARD,14000119,43.7,31,9.3,88.6,2.1,Zareh Shahi (Ardakan)
DOL00-42-ARD,14000119,43.6,31,0,0,0,Zareh Shahi (Ardakan)
DOL00-43-ARD,14000119,44.3,31,0,0,0,Zareh Shahi (Ardakan)
DOL00-44-ARD,14000120,47,31.7,1.4,96.4,2.2,Zareh Shahi (Ardakan)
DOL00-45-ARD,14000120,44.9,32.6,0,0,0,Zareh Shahi (Ardakan)
DOL00-46-ARD,14000120,45.9,32.6,0,0,0,Zareh Shahi (Ardakan)
DOL00-47-ARD,14000120,47.4,32.5,0,0,0,Zareh Shahi (Ardakan)
DOL00-48-ARD,14000121,47.4,31.7,1.4,96.9,1.7,Zareh Shahi (Ardakan)
DOL00-49-ARD,14000121,46,32.7,0,0,0,Zareh Shahi (Ardakan)
DOL00-50-ARD,14000121,46.9,31.3,0,0,0,Zareh Shahi (Ardakan)
DOL00-51-ARD,14000122,47.1,31.9,2.9,95.7,1.4,Zareh Shahi (Ardakan)
DOL00-52-ARD,14000122,47.6,32.2,0,0,0,Zareh Shahi (Ardakan)
DOL00-53-ARD,14000122,46.7,31.9,0,0,0,Zareh Shahi (Ardakan)
DOL00-54-ARD,14000122,49.2,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL00-55-ARD,14000123,42.4,31.3,8.6,86.4,5,Zareh Shahi (Ardakan)
DOL00-56-ARD,14000123,41.2,30.4,0,0,0,Zareh Shahi (Ardakan)
DOL00-57-ARD,14000124,44.8,32.6,6.4,89.3,4.3,Zareh Shahi (Ardakan)
DOL00-58-ARD,14000124,45.9,31.4,0,0,0,Zareh Shahi (Ardakan)
DOL00-59-ARD,14000124,44.7,32.2,0,0,0,Zareh Shahi (Ardakan)
DOL00-60-ARD,14000125,44.6,39.2,7.9,91.4,0.7,Zareh Shahi (Ardakan)
DOL00-61-ARD,14000125,44.1,31.7,0,0,0,Zareh Shahi (Ardakan)
DOL00-62-ARD,14000125,43.8,31.5,0,0,0,Zareh Shahi (Ardakan)
DOL00-63-ARD,14000126,43.8,32.3,9.3,90.7,0,Zareh Shahi (Ardakan)
DOL00-64-ARD,14000126,44.6,32.1,0,0,0,Zareh Shahi (Ardakan)
DOL00-65-ARD,14000126,43.2,31.9,0,0,0,Zareh Shahi (Ardakan)
DOL00-66-ARD,14000126,43.6,32.2,0,0,0,Zareh Shahi (Ardakan)
DOL00-67-ARD,14000128,43.8,33.1,3.5,93.6,2.9,Zareh Shahi (Ardakan)
DOL00-68-ARD,14000128,43.9,31.9,0,0,0,Zareh Shahi (Ardakan)
DOL00-69-ARD,14000130,54.1,36.5,8.6,91.4,0,Zareh Shahi (Ardakan)
DOL00-70-ARD,14000130,52.7,37.1,0,0,0,Zareh Shahi (Ardakan)
DOL00-71-ARD,14000130,53.5,36.9,0,0,0,Zareh Shahi (Ardakan)
DOL00-72-ARD,14000131,52.7,37.1,10,87.9,2.1,Zareh Shahi (Ardakan)
DOL00-73-ARD,14000131,53.5,37.7,0,0,0,Zareh Shahi (Ardakan)
DOL00-77-ARD,14000201,43.9,33.2,3.6,92.9,3.5,Zareh Shahi (Ardakan)
DOL00-78-ARD,14000201,45,32.7,0,0,0,Zareh Shahi (Ardakan)
DOL00-82-ARD,14000202,52.7,36.3,2.2,97.1,0.7,Zareh Shahi (Ardakan)
DOL00-83-ARD,14000202,50.7,36.4,0,0,0,Zareh Shahi (Ardakan)
DOL00-84-ARD,14000202,50.7,37.3,0,0,0,Zareh Shahi (Ardakan)
DOL00-89-ARD,14000204,49.6,34,7.1,88.6,4.3,Zareh Shahi (Ardakan)
DOL00-90-ARD,14000204,47.8,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL00-91-ARD,14000204,49,33.6,0,0,0,Zareh Shahi (Ardakan)
DOL00-94-ARD,14000205,47.3,32.8,7.1,90,2.9,Zareh Shahi (Ardakan)
DOL00-95-ARD,14000205,48.9,33.6,0,0,0,Zareh Shahi (Ardakan)
DOL00-98-ARD,14000206,48.4,34,2.1,97.9,0,Zareh Shahi (Ardakan)
DOL00-99-ARD,14000206,47.7,33.1,0,0,0,Zareh Shahi (Ardakan)
DOL00-103-ARD,14000207,48.5,33.3,7.9,92.1,0,Zareh Shahi (Ardakan)
DOL00-104-ARD,14000207,47.8,33.5,0,0,0,Zareh Shahi (Ardakan)
DOL00-105-ARD,14000208,51.7,34,10,86.4,3.6,Zareh Shahi (Ardakan)
DOL00-106-ARD,14000208,50.5,33.1,0,0,0,Zareh Shahi (Ardakan)
DOL00-112-ARD,14000209,48.5,34.1,10,85.7,4.3,Zareh Shahi (Ardakan)
DOL00-113-ARD,14000209,47.3,32.8,0,0,0,Zareh Shahi (Ardakan)
DOL00-114-ARD,14000209,48.9,32.7,0,0,0,Zareh Shahi (Ardakan)
DOL00-115-ARD,14000210,50,32.7,4.3,92.9,2.8,Zareh Shahi (Ardakan)
DOL00-116-ARD,14000210,50.5,33,0,0,0,Zareh Shahi (Ardakan)
DOL00-117-ARD,14000210,47.7,33.5,0,0,0,Zareh Shahi (Ardakan)
DOL00-120-ARD,14000211,49.6,33.2,7.2,91.4,1.4,Zareh Shahi (Ardakan)
DOL00-121-ARD,14000211,50.6,32.7,0,0,0,Zareh Shahi (Ardakan)
DOL00-122-ARD,14000211,49.9,33.5,0,0,0,Zareh Shahi (Ardakan)
DOL00-123-ARD,14000211,50.4,33,0,0,0,Zareh Shahi (Ardakan)
DOL00-126-ARD,14000212,49.4,34.3,7.9,86.4,5.7,Zareh Shahi (Ardakan)
DOL00-127-ARD,14000212,50.7,34.4,0,0,0,Zareh Shahi (Ardakan)
DOL00-129-ARD,14000214,50.1,33.1,1.4,97.9,0.7,Zareh Shahi (Ardakan)
DOL00-130-ARD,14000214,50.5,33.9,0,0,0,Zareh Shahi (Ardakan)
DOL00-131-ARD,14000215,49.9,33.4,9.3,90.7,0,Zareh Shahi (Ardakan)
DOL00-132-ARD,14000215,50.3,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL00-133-ARD,14000215,50.8,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL00-134-ARD,14000215,49.6,33.6,0,0,0,Zareh Shahi (Ardakan)
DOL00-140-ARD,14000216,48.5,32.4,9.3,87.1,3.6,Zareh Shahi (Ardakan)
DOL00-141-ARD,14000216,47.8,31.9,0,0,0,Zareh Shahi (Ardakan)
DOL00-142-ARD,14000216,47.3,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL00-148-ARD,14000217,47.7,33.5,10.7,85,4.3,Zareh Shahi (Ardakan)
DOL00-149-ARD,14000217,49.5,33.1,0,0,0,Zareh Shahi (Ardakan)
DOL00-150-ARD,14000218,49.7,34.1,7.1,92.9,0,Zareh Shahi (Ardakan)
DOL00-151-ARD,14000218,48.4,32.8,0,0,0,Zareh Shahi (Ardakan)
DOL00-153-ARD,14000219,46.9,30.9,7.9,90.7,1.4,Zareh Shahi (Ardakan)
DOL00-154-ARD,14000219,48.3,31.9,0,0,0,Zareh Shahi (Ardakan)
DOL00-155-ARD,14000219,47.8,32.7,0,0,0,Zareh Shahi (Ardakan)
DOL00-156-ARD,14000219,47.4,32.8,0,0,0,Zareh Shahi (Ardakan)
DOL00-157-ARD,14000220,49.5,33.6,10,86.4,3.6,Zareh Shahi (Ardakan)
DOL00-158-ARD,14000220,48.3,32.3,0,0,0,Zareh Shahi (Ardakan)
DOL00-159-ARD,14000221,47.2,33.5,2.9,95.7,1.4,Zareh Shahi (Ardakan)
DOL00-161-ARD,14000222,47.8,32.7,1.5,96.4,2.1,Zareh Shahi (Ardakan)
DOL00-162-ARD,14000222,48.3,32.3,0,0,0,Zareh Shahi (Ardakan)
DOL00-163-ARD,14000222,46.8,32.8,0,0,0,Zareh Shahi (Ardakan)
DOL00-164-ARD,14000223,49.6,33.6,10.7,88.6,0.7,Zareh Shahi (Ardakan)
DOL00-165-ARD,14000223,50.5,33.9,0,0,0,Zareh Shahi (Ardakan)
DOL00-166-ARD,14000223,48.9,33.6,0,0,0,Zareh Shahi (Ardakan)
DOL00-167-ARD,14000223,49.9,33.4,0,0,0,Zareh Shahi (Ardakan)
DOL00-168-ARD,14000223,48.9,33.9,0,0,0,Zareh Shahi (Ardakan)
DOL00-171-ARD,14000224,49.5,34.8,10,86.4,3.6,Zareh Shahi (Ardakan)
DOL00-172-ARD,14000224,50.2,34.9,0,0,0,Zareh Shahi (Ardakan)
DOL00-173-ARD,14000224,49.4,34.3,0,0,0,Zareh Shahi (Ardakan)
DOL00-176-ARD,14000225,48.8,33.4,9.3,86.4,4.3,Zareh Shahi (Ardakan)
DOL00-177-ARD,14000225,49.8,33.8,0,0,0,Zareh Shahi (Ardakan)
DOL00-178-ARD,14000226,49.6,34,3.6,94.3,2.1,Zareh Shahi (Ardakan)
DOL00-179-ARD,14000226,48.2,33.4,0,0,0,Zareh Shahi (Ardakan)
DOL00-180-ARD,14000226,48.6,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL00-182-ARD,14000227,49.1,34.5,8.6,86.4,5,Zareh Shahi (Ardakan)
DOL00-183-ARD,14000227,48.7,34.6,0,0,0,Zareh Shahi (Ardakan)
DOL00-184-ARD,14000227,49.5,34.3,0,0,0,Zareh Shahi (Ardakan)
DOL00-188-ARD,14000228,51.6,35.1,10,87.1,2.9,Zareh Shahi (Ardakan)
DOL00-189-ARD,14000228,52.5,36.1,0,0,0,Zareh Shahi (Ardakan)
DOL00-194-ARD,14000229,48.2,32.2,7.1,88.6,4.3,Zareh Shahi (Ardakan)
DOL00-195-ARD,14000229,49.9,33,0,0,0,Zareh Shahi (Ardakan)
DOL00-196-ARD,14000229,49.4,32.6,0,0,0,Zareh Shahi (Ardakan)
DOL00-197-ARD,14000230,48.7,34.6,1.4,96.4,2.2,Zareh Shahi (Ardakan)
DOL00-198-ARD,14000230,48,34.5,0,0,0,Zareh Shahi (Ardakan)
DOL00-199-ARD,14000230,47.6,34.6,0,0,0,Zareh Shahi (Ardakan)
DOL00-201-ARD,14000231,47.5,35,4.3,94.3,1.4,Zareh Shahi (Ardakan)
DOL00-202-ARD,14000231,48,34.9,0,0,0,Zareh Shahi (Ardakan)
DOL00-203-ARD,14000231,48.3,34.7,0,0,0,Zareh Shahi (Ardakan)
DOL00-204-ARD,14000231,48.5,34.9,0,0,0,Zareh Shahi (Ardakan)
DOL00-207-ARD,14000301,48,34.9,5,92.9,2.1,Zareh Shahi (Ardakan)
DOL00-208-ARD,14000301,47.5,35,0,0,0,Zareh Shahi (Ardakan)
DOL00-209-ARD,14000301,48.7,35,0,0,0,Zareh Shahi (Ardakan)
DOL00-210-ARD,14000301,47,35.4,0,0,0,Zareh Shahi (Ardakan)
DOL00-216-ARD,14000302,47.6,33.8,7.9,89.2,2.9,Zareh Shahi (Ardakan)
DOL00-217-ARD,14000302,49.9,34.2,0,0,0,Zareh Shahi (Ardakan)
DOL00-218-ARD,14000302,50,34.3,0,0,0,Zareh Shahi (Ardakan)
DOL00-219-ARD,14000303,49.6,34,11.4,86.4,2.2,Zareh Shahi (Ardakan)
DOL00-220-ARD,14000303,48.8,33.8,0,0,0,Zareh Shahi (Ardakan)
DOL00-221-ARD,14000303,49.8,34.2,0,0,0,Zareh Shahi (Ardakan)
DOL00-227-ARD,14000305,48.2,34.6,0.7,95.7,3.6,Zareh Shahi (Ardakan)
DOL00-228-ARD,14000305,48.7,34.6,0,0,0,Zareh Shahi (Ardakan)
DOL00-229-ARD,14000305,49.1,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL00-230-ARD,14000306,50.2,33.7,2.2,97.1,0.7,Zareh Shahi (Ardakan)
DOL00-231-ARD,14000306,49.9,34.6,0,0,0,Zareh Shahi (Ardakan)
DOL00-232-ARD,14000306,49.2,34.2,0,0,0,Zareh Shahi (Ardakan)
DOL00-235-ARD,14000307,49.7,34.1,0.7,97.9,1.4,Zareh Shahi (Ardakan)
DOL00-236-ARD,14000307,48.1,33.8,0,0,0,Zareh Shahi (Ardakan)
DOL00-237-ARD,14000307,48.7,34.6,0,0,0,Zareh Shahi (Ardakan)
DOL00-248-ARD,14000308,49.2,34.2,1.4,95.7,2.9,Zareh Shahi (Ardakan)
DOL00-249-ARD,14000308,49.7,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL00-250-ARD,14000308,48.8,34.2,0,0,0,Zareh Shahi (Ardakan)
DOL00-258-ARD,14000309,47.6,34.6,2.2,95.7,2.1,Zareh Shahi (Ardakan)
